name,type,typecode,address,cityname,adname,longitude,latitude,location,tel,pname,id,lon_wgs84,lat_wgs84
瑞幸咖啡(JFC品尚中心店),餐饮服务;咖啡厅;咖啡厅,050500,环岛东路1705号JFC品尚中心C-L1-01号底商,厦门市,思明区,118.191851,24.474368,"118.191851,24.474368",4000100100,福建省,B0FFKTQNSQ,118.18705860938681,24.477139279568014
瑞幸咖啡(祥店国贸阳光店),餐饮服务;咖啡厅;咖啡厅,050500,祥店路159号,厦门市,湖里区,118.144375,24.501266,"118.144375,24.501266",4000100100,福建省,B0K6JUYCJD,118.13946507230636,24.503955260965345
瑞幸咖啡(永建顶尚店),餐饮服务;咖啡厅;咖啡厅,050500,枋湖南路163号永建顶尚1号楼一层102单元,厦门市,湖里区,118.14995,24.512384,"118.149950,24.512384",4000100100,福建省,B0FFKQ7KNH,118.1450519159818,24.515083954156232
瑞幸咖啡(中石化文灶店),餐饮服务;咖啡厅;咖啡厅,050500,厦禾路824号中石化文灶加油站易捷便利店,厦门市,思明区,118.105282,24.466087,"118.105282,24.466087",4000100100,福建省,B0FFKU6MK6,118.10031274557012,24.468730887561584
瑞幸咖啡(锦厦科技大厦店),餐饮服务;咖啡厅;咖啡厅,050500,枋湖北二路1507号锦厦大厦一层106号铺,厦门市,湖里区,118.156437,24.524826,"118.156437,24.524826",4000100100,福建省,B0I11U71UW,118.15155344293736,24.527538847641154
瑞幸咖啡(海沧万科城店),餐饮服务;咖啡厅;咖啡厅,050500,霞光东里84-95号海沧万科城3期,厦门市,海沧区,118.028564,24.531677,"118.028564,24.531677",4000100100,福建省,B0K6OAVIOU,118.02366478456143,24.53443177013875
瑞幸咖啡(华永天地店),餐饮服务;咖啡厅;咖啡厅,050500,台湾街292号华永天地一层101号铺,厦门市,湖里区,118.133093,24.495353,"118.133093,24.495353",4000100100,福建省,B0I1TH94AN,118.12816023110054,24.498024923385632
瑞幸咖啡(厦门汇盈大厦店),餐饮服务;咖啡厅;咖啡厅,050500,金湖路518号汇盈大厦一层103号,厦门市,湖里区,118.160711,24.508912,"118.160711,24.508912",4000100100,福建省,B0JBHRYAD6,118.15583904640852,24.511630669386353
瑞幸咖啡(阿罗海城市广场店),餐饮服务;咖啡厅;咖啡厅,050500,滨湖北二路116号阿罗海城市广场BH128单元底商,厦门市,海沧区,118.031608,24.481979,"118.031608,24.481979",4000100100,福建省,B0KU3ZJIFN,118.02670490228542,24.484719026059583
瑞幸咖啡(厦门日报社新闻大厦店),餐饮服务;餐饮相关场所;餐饮相关,050000,金尚路289号厦门日报社新闻大厦F1层,厦门市,湖里区,118.146725,24.494625,"118.146725,24.494625",4000100100,福建省,B0KDMC6OIO,118.14182079575988,24.497317127813513
瑞幸咖啡(厦门理工学院明理园店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,理工路666-101号理工学院校内明理园教学楼一楼商铺,厦门市,集美区,118.087457,24.622141,"118.087457,24.622141",4000100100,福建省,B0LK370GJG,118.08246964670118,24.624801592297008
瑞幸咖啡(翔鹭花城店),餐饮服务;咖啡厅;咖啡厅,050500,长浩二里1-65号翔鹭花城三期,厦门市,湖里区,118.103888,24.525447,"118.103888,24.525447",4000100100,福建省,B0K6GD4AHH,118.0989133937315,24.528099055559686
luckin coffee 瑞幸咖啡(厦门蔡塘爱琴海购物中心店),餐饮服务;咖啡厅;咖啡厅,050500,吕岭路968号厦门蔡塘爱琴海购物中心1F层,厦门市,湖里区,118.155775,24.485675,"118.155775,24.485675",4000100100,福建省,B0LUPC1BQQ,118.15089263437767,24.488381380071882
luckin coffee 瑞幸咖啡(南部新城TOD·璞安店),餐饮服务;咖啡厅;咖啡厅,050500,昌文里4-101(浦边地铁站4号口步行370米),厦门市,翔安区,118.267443,24.581548,"118.267443,24.581548",4000100100,福建省,B0L1JA7GNC,118.26273083897837,24.584382390573598
瑞幸咖啡(曾厝垵店),餐饮服务;咖啡厅;咖啡厅,050500,曾厝埯社2-17号曾厝埯大门侧底商,厦门市,思明区,118.125258,24.425129,"118.125258,24.425129",4000100100,福建省,B0GUNXK0LY,118.12031638415701,24.427779035750586
瑞幸咖啡(瑞景商业广场店),餐饮服务;咖啡厅;咖啡厅,050500,莲前东路288号瑞景商业广场底商,厦门市,思明区,118.160639,24.475051,"118.160639,24.475051",4000100100,福建省,B0J1HM363U,118.15576928034453,24.477764534356822
瑞幸咖啡(厦门弘爱医院店),餐饮服务;咖啡厅;咖啡厅,050500,仙岳路3777号综合楼一层1050-1室,厦门市,湖里区,118.17156,24.506584,"118.171560,24.506584",4000100100,福建省,B0FFM4WJAT,118.16671538783605,24.50932271162487
瑞幸咖啡(无限青创大厦店),餐饮服务;餐饮相关场所;餐饮相关,050000,安岭二路31号无限青创大厦一层大堂,厦门市,湖里区,118.157727,24.525718,"118.157727,24.525718",4000100100,福建省,B0FFKSIVKL,118.15284651720825,24.52843328063085
瑞幸咖啡(前埔东路店),餐饮服务;咖啡厅;咖啡厅,050500,文兴东二里60号底商,厦门市,思明区,118.172682,24.469706,"118.172682,24.469706",4000100100,福建省,B0JR5ZPFM0,118.1678428343911,24.472441250360117
瑞幸咖啡(海沧新垵村富海百货店),餐饮服务;咖啡厅;咖啡厅,050500,新垵村中路72号,厦门市,海沧区,117.998888,24.524458,"117.998888,24.524458",4000100100,福建省,B0LR5OBUPT,117.99407028932522,24.527298794089873
瑞幸咖啡(罗宾森购物广场店),餐饮服务;咖啡厅;咖啡厅,050500,罗宾森广场南3门西80米,厦门市,思明区,118.111721,24.468407,"118.111721,24.468407",4000100100,福建省,B0J0Z9BOUK,118.10675770270205,24.47105411811153
瑞幸咖啡(力拓新城店),餐饮服务;咖啡厅;咖啡厅,050500,安岭二路55号力拓新城一层107号,厦门市,湖里区,118.160919,24.52665,"118.160919,24.526650",4000100100,福建省,B0JGX74TZN,118.15604629614714,24.529371229064456
瑞幸咖啡(跨境电商店),餐饮服务;餐饮相关场所;餐饮相关,050000,长虹路29号跨境电商产业园二期一层103室,厦门市,湖里区,118.100743,24.519374,"118.100743,24.519374",4000100100,福建省,B0FFLG4H6D,118.09576672790571,24.52202477027755
瑞幸咖啡(湖里大唐世家店),餐饮服务;咖啡厅;咖啡厅,050500,兴隆路510-2号(塘边地铁站4B口步行380米),厦门市,湖里区,118.122184,24.508736,"118.122184,24.508736",4000100100,福建省,B0K1BDT6WR,118.11723153267754,24.511397283415466
瑞幸咖啡(联发欣悦里店),餐饮服务;咖啡厅;咖啡厅,050500,园山南路800号联发欣悦里一层124室,厦门市,湖里区,118.131076,24.506541,"118.131076,24.506541",4000100100,福建省,B0I1BASUMK,118.12613865844011,24.509211888671732
瑞幸咖啡(杏林万科里店),餐饮服务;咖啡厅;咖啡厅,050500,宁海一里62-2号杏林万科里1号门广场底商,厦门市,集美区,118.061994,24.562327,"118.061994,24.562327",4000100100,福建省,B0J6Y7ADFI,118.057028003568,24.565011109305964
瑞幸咖啡(杏林杏东店),餐饮服务;咖啡厅;咖啡厅,050500,杏林东路10号一层1-113号铺,厦门市,集美区,118.044579,24.563923,"118.044579,24.563923",4000100100,福建省,B0I3F11MHP,118.03964146974221,24.566640930871955
瑞幸咖啡(杏林村店),餐饮服务;咖啡厅;咖啡厅,050500,苑亭路18号101店面,厦门市,集美区,118.056902,24.571656,"118.056902,24.571656",4000100100,福建省,B0JKTH237M,118.05194238027232,24.57434947000486
瑞幸咖啡(长庚医院店),餐饮服务;咖啡厅;咖啡厅,050500,霞飞路123号长庚医院住院楼一层,厦门市,海沧区,118.009898,24.534705,"118.009898,24.534705",4000100100,福建省,B0FFKTTR7Z,118.00504834253925,24.53751366464842
瑞幸咖啡(中达电商园店),餐饮服务;咖啡厅;咖啡厅,050500,新昌路39-1-102号,厦门市,海沧区,117.99724,24.518792,"117.997240,24.518792",4000100100,福建省,B0FFM21V42,117.99242738436458,24.52163711689178
瑞幸咖啡(新源路杏西广场店),餐饮服务;餐饮相关场所;餐饮相关,050000,新源路1号,厦门市,集美区,118.029816,24.566657,"118.029816,24.566657",4000100100,福建省,B0K0B5N10E,118.02491119876996,24.56941164288868
luckin coffee 瑞幸咖啡(SM厦门海沧城市广场店),餐饮服务;咖啡厅;咖啡厅,050500,孚莲路1818号SM厦门海沧城市广场B1层,厦门市,海沧区,117.956653,24.539426,"117.956653,24.539426",4000100100,福建省,B0L07M1RU7,117.95194289377454,24.542385586096053
瑞幸咖啡(中航紫金广场店),餐饮服务;咖啡厅;咖啡厅,050500,环岛东路1823号中航紫金广场一层156-157号,厦门市,思明区,118.191688,24.475888,"118.191688,24.475888",4000100100,福建省,B0J0FZKOO7,118.18689511976234,24.47865924525183
瑞幸咖啡(匹克国际大厦店),餐饮服务;咖啡厅;咖啡厅,050500,高雄路20号匹克营运中心一层106号,厦门市,思明区,118.194527,24.486022,"118.194527,24.486022",4000100100,福建省,B0GD3Y3AB2,118.18973999632338,24.488799731465463
瑞幸咖啡(海天广场店),餐饮服务;咖啡厅;咖啡厅,050500,钟宅路69号红星美凯龙海鸿楼一层103号,厦门市,湖里区,118.165379,24.531955,"118.165379,24.531955",4000100100,福建省,B0I06SS6MV,118.16051702922657,24.534685124795327
luckin coffee 瑞幸咖啡(厦门大学科艺楼店),餐饮服务;咖啡厅;咖啡厅,050500,思明南路422号,厦门市,思明区,118.098408,24.435762,"118.098408,24.435762",[],福建省,B0L375L6D0,118.09343648400048,24.438399105216416
瑞幸咖啡(宝龙一城店),餐饮服务;咖啡厅;咖啡厅,050500,金山路1号宝龙一城负一层1A地铁口,厦门市,思明区,118.17297,24.485801,"118.172970,24.485801",4000100100,福建省,B0HKHAC91U,118.16813041796296,24.488539395058876
瑞幸咖啡(厦门大学西门演武1658店),餐饮服务;咖啡厅;咖啡厅,050500,演武路4-111号,厦门市,思明区,118.093127,24.437916,"118.093127,24.437916",4000100100,福建省,B0KUV7MI4N,118.08815344378114,24.44055409505764
瑞幸咖啡(宏益华府店),餐饮服务;咖啡厅;咖啡厅,050500,岐山路386号宏益华府2号楼一层大堂103-1号,厦门市,湖里区,118.159181,24.530194,"118.159181,24.530194",4000100100,福建省,B0GD3G3A3K,118.15430375825665,24.532912434012484
瑞幸咖啡(厦门大学思明校区学生公寓店),餐饮服务;咖啡厅;咖啡厅,050500,曾厝垵北二路105号厦大学生公寓8号楼1层115号,厦门市,思明区,118.116928,24.438303,"118.116928,24.438303",4000100100,福建省,B0FFKT464O,118.11197313468762,24.440948048541895
luckin coffee 瑞幸咖啡(屿后路店),餐饮服务;咖啡厅;咖啡厅,050500,莲岳里东1门旁,厦门市,思明区,118.118905,24.493747,"118.118905,24.493747",[],福建省,B0L32H3C64,118.11394882919248,24.496403233899738
luckin coffee 瑞幸咖啡(金桥苑店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,建港路2001-2145金桥苑,厦门市,海沧区,118.038358,24.452429,"118.038358,24.452429",4000100100,福建省,B0LR5UB2VD,118.03344147721533,24.45514681037299
瑞幸咖啡(西雅图购物中心1号门店),餐饮服务;咖啡厅;咖啡厅,050500,西雅图购物中心一层443-167铺位,厦门市,海沧区,118.029433,24.49315,"118.029433,24.493150",4000100100,福建省,B0KDV7PCIJ,118.02453438832194,24.49589749993167
luckin coffee 瑞幸咖啡(百脑汇科技大厦店),餐饮服务;咖啡厅;咖啡厅,050500,湖滨南路76号百脑汇科技大厦F1层,厦门市,思明区,118.090525,24.468375,"118.090525,24.468375",[],福建省,B0M615I9Q6,118.08554882241413,24.471019470812543
luckin coffee 瑞幸咖啡(建发花园店),餐饮服务;咖啡厅;咖啡厅,050500,东浦路东浦一里117-6号,厦门市,思明区,118.12615,24.472032,"118.126150,24.472032",4000100100,福建省,B0L1FYVMKH,118.12120649573852,24.474691896645073
luckin coffee 瑞幸咖啡(明丰财富中心店),餐饮服务;餐饮相关场所;餐饮相关,050000,前埔东路555号明丰财富中心1号楼,厦门市,思明区,118.177943,24.479342,"118.177943,24.479342",[],福建省,B0L31RVZKS,118.1731163724002,24.482088765273716
瑞幸咖啡(林前闽篮新天地店),餐饮服务;咖啡厅;咖啡厅,050500,宋洋二里7号闽蓝新天地一层13号室,厦门市,翔安区,118.230775,24.575875,"118.230775,24.575875",4000100100,福建省,B0LDTX8H4O,118.22604714512997,24.578708137613592
luckin coffee 瑞幸咖啡(厦门阳光小镇店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,美林街道美峰六里28号厦门阳光小镇,厦门市,同安区,118.139729,24.611018,"118.139729,24.611018",4000100100,福建省,B0LR6HFE0A,118.13480120099715,24.613709525489732
瑞幸咖啡(集美万达广场金街店),餐饮服务;咖啡厅;咖啡厅,050500,集美街道银江路137-之85号万达广场(集美店),厦门市,集美区,118.091603,24.572771,"118.091603,24.572771",4000100100,福建省,B0JK7SIZBH,118.08661943602682,24.575427673016584
luckin coffee 瑞幸咖啡(围里村店),餐饮服务;咖啡厅;咖啡厅,050500,宸鸿科技-湖里二厂4号门西260米,厦门市,湖里区,118.145561,24.530899,"118.145561,24.530899",13670139440,福建省,B0LKUHYIZD,118.14065158556869,24.533593854319204
瑞幸咖啡(博宏科技大厦店),餐饮服务;咖啡厅;咖啡厅,050500,护安路647号博宏科技大厦F1层,厦门市,湖里区,118.154763,24.52952,"118.154763,24.529520",4000100100,福建省,B0KU25325I,118.14987506800466,24.532230387542487
瑞幸咖啡(高崎机场T3航站楼B1店),餐饮服务;咖啡厅;咖啡厅,050500,翔云一路121号厦门高崎国际机场T3航站楼B1到达层B1134号铺,厦门市,湖里区,118.132345,24.533952,"118.132345,24.533952",4000100100,福建省,B0I1YG625N,118.12740804805836,24.536627802673546
瑞幸咖啡(创想中心B座店),餐饮服务;咖啡厅;咖啡厅,050500,吕岭路1739号创想中心B座F1层,厦门市,思明区,118.184732,24.481404,"118.184732,24.481404",4000100100,福建省,B0KDDB09YE,118.17992204178655,24.484163695006536
瑞幸咖啡(创想中心A座店),餐饮服务;餐饮相关场所;餐饮相关,050000,吕岭路1733号创想中心A座F1层,厦门市,思明区,118.180901,24.482766,"118.180901,24.482766",4000100100,福建省,B0JK6A4Q5A,118.17608150369432,24.485518839128037
luckin coffee 瑞幸咖啡(汇腾天虹店),餐饮服务;咖啡厅;咖啡厅,050500,嘉禾路32号一楼,厦门市,思明区,118.127631,24.491635,"118.127631,24.491635",[],福建省,B0L25GC9E9,118.12268859849397,24.494299650020075
瑞幸咖啡(希尼亚国际大厦店),餐饮服务;咖啡厅;咖啡厅,050500,安岭二路90号希尼亚国际大厦F1层,厦门市,湖里区,118.162635,24.527116,"118.162635,24.527116",4000100100,福建省,B0K11GIZ0C,118.15776652069114,24.529840460630144
瑞幸咖啡(厦门五石商务中心店),餐饮服务;咖啡厅;咖啡厅,050500,岐山北路768号五石商务中心一层大堂,厦门市,湖里区,118.156905,24.53768,"118.156905,24.537680",4000100100,福建省,B0FFKQ4PLR,118.15202166118505,24.540395099930393
瑞幸咖啡(软件园二期27号楼店),餐饮服务;咖啡厅;咖啡厅,050500,望海路27号一层101-9号,厦门市,思明区,118.180113,24.490614,"118.180113,24.490614",4000100100,福建省,B0GDVG7AZG,118.17529098931378,24.493366570250885
luckin coffee 瑞幸咖啡(航空自贸广场店),餐饮服务;咖啡厅;咖啡厅,050500,湖里区高崎北路420号航空自贸广场4号楼一层大堂,厦门市,湖里区,118.126217,24.54978,"118.126217,24.549780",[],福建省,B0L6L1GXXE,118.12126802302092,24.552450032122323
瑞幸咖啡(宝拓大厦店),餐饮服务;咖啡厅;咖啡厅,050500,泗水道617号宝拓大厦一层大堂,厦门市,湖里区,118.1869,24.527551,"118.186900,24.527551",4000100100,福建省,B0FFK22K20,118.18209204872826,24.530320890289104
瑞幸咖啡(厦门大学南门白城沙滩店),餐饮服务;咖啡厅;咖啡厅,050500,厦大白城路7-1号103号夏商超市一楼,厦门市,思明区,118.102446,24.433149,"118.102446,24.433149",4000100100,福建省,B0FFK65OW9,118.09747701237588,24.435785973738582
luckin coffee 瑞幸咖啡(凤泉中路店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,凤泉中路与安仁大道辅路交叉口西南40米,厦门市,集美区,117.992295,24.608655,"117.992295,24.608655",4000100100,福建省,B0L3XG0VEF,117.98749006765047,24.611522146154943
luckin coffee 瑞幸咖啡(合立道大厦店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,岭下西路1-3号合立道大厦,厦门市,湖里区,118.157669,24.527651,"118.157669,24.527651",4000100100,福建省,B0LUGAE73J,118.15278823771973,24.530366395915973
瑞幸咖啡(新景地大厦店),餐饮服务;咖啡厅;咖啡厅,050500,高林中路469号新景地大厦1层大堂,厦门市,湖里区,118.182836,24.50609,"118.182836,24.506090",4000100100,福建省,B0KBLZ15W4,118.17801963868442,24.508849815488222
瑞幸咖啡(同安官浔社区店),餐饮服务;餐饮相关场所;餐饮相关,050000,西洲路1299-9号,厦门市,同安区,118.151929,24.654793,"118.151929,24.654793",4000100100,福建省,B0LGBAX7CA,118.14702534690748,24.65750498400286
瑞幸咖啡(厦门中国人寿大厦店),餐饮服务;咖啡厅;咖啡厅,050500,厦门中国人寿大厦店,厦门市,湖里区,118.179361,24.506533,"118.179361,24.506533",4000100100,福建省,B0L2KZG4M3,118.17453598744818,24.50928641468043
瑞幸咖啡(软件园一期北区店),餐饮服务;咖啡厅;咖啡厅,050500,曾厝埯西路20号软件园一期北区1号楼元汇楼103-01单元,厦门市,思明区,118.11533,24.43284,"118.115330,24.432840",4000100100,福建省,B0KBYDC258,118.11037348124614,24.435482758284188
luckin coffee 瑞幸咖啡(太古生活区店),餐饮服务;咖啡厅;咖啡厅,050500,枋湖区安兜社8022号,厦门市,湖里区,118.132002,24.526909,"118.132002,24.526909",13554949847,福建省,B0M6SR4SQX,118.12706491147297,24.529583583299406
瑞幸咖啡(厦门华侨大学艺术区店),餐饮服务;咖啡厅;咖啡厅,050500,兑山西路118-118-1号,厦门市,集美区,118.081225,24.605525,"118.081225,24.605525",4000100100,福建省,B0GDVZ7KLD,118.07624010950829,24.608188912447083
瑞幸咖啡(观音山世纪大厦店),餐饮服务;咖啡厅;咖啡厅,050500,宜兰路7号世纪大厦一层大堂,厦门市,思明区,118.196725,24.488399,"118.196725,24.488399",4000100100,福建省,B0FFK6CBWV,118.19194282806393,24.491180779349254
瑞幸咖啡(同安美峰创谷店),餐饮服务;咖啡厅;咖啡厅,050500,同安区滨海西大道133号美峰创谷S3号一层C-04号,厦门市,同安区,118.139865,24.614955,"118.139865,24.614955",4000100100,福建省,B0JD0H00RZ,118.13493720299552,24.61764685763204
luckin coffee 瑞幸咖啡(大潭街店),餐饮服务;咖啡厅;咖啡厅,050500,大潭街与殿前三路交叉口东140米(殿前地铁站1号口旁),厦门市,湖里区,118.115276,24.524202,"118.115276,24.524202",4000100100,福建省,B0LGHHLHK1,118.11031284879591,24.52685940676476
luckin coffee 瑞幸咖啡(iOi MALL店),餐饮服务;咖啡厅;咖啡厅,050500,滨水路中五里1号iOi MALL,厦门市,集美区,118.07564,24.600645,"118.075640,24.600645",4000100100,福建省,B0LR3UCMNU,118.07065821507283,24.603313647612058
瑞幸咖啡(观音山商务区10号楼店),餐饮服务;餐饮相关场所;餐饮相关,050000,宜兰路71号,厦门市,思明区,118.195231,24.493368,"118.195231,24.493368",4000100100,福建省,B0KRUX682A,118.19044508947769,24.496148022558614
瑞幸咖啡(同安商务大厦店),餐饮服务;咖啡厅;咖啡厅,050500,泗水道625号同安商务大厦一层105-2号,厦门市,湖里区,118.186672,24.528955,"118.186672,24.528955",4000100100,福建省,B0FFK21KHC,118.18186339731923,24.531724636394216
瑞幸咖啡(观音山信义国际中心店),餐饮服务;咖啡厅;咖啡厅,050500,观音山信义国际中心(何厝地铁站2号口步行390米),厦门市,思明区,118.196201,24.483035,"118.196201,24.483035",4000100100,福建省,B0KKKHQHUA,118.19141802341753,24.485815083631092
luckin coffee 瑞幸咖啡(铭仕花园店),餐饮服务;咖啡厅;咖啡厅,050500,沧虹路39-47号铭仕花园(马青路地铁站3号口旁),厦门市,海沧区,118.031038,24.493624,"118.031038,24.493624",13127631425,福建省,B0L01LGTPA,118.02613544374478,24.496367297183344
luckin coffee 瑞幸咖啡(电子城·国际创新中心店),餐饮服务;咖啡厅;咖啡厅,050500,侨英街道兑英路11号电子城·厦门国际创新中心一期B座一层103单元之一,厦门市,集美区,118.074389,24.606668,"118.074389,24.606668",4000100100,福建省,B0I3T5DCWH,118.06940760522197,24.609338193974672
瑞幸咖啡(黄厝海滩日出店),餐饮服务;咖啡厅;咖啡厅,050500,滨海街道环岛南路4567-26号,厦门市,思明区,118.160312,24.441512,"118.160312,24.441512",4000100100,福建省,B0L26RFHKJ,118.15544385925243,24.444218884730724
瑞幸咖啡(湾悦城SOHO湾区A座店),餐饮服务;咖啡厅;咖啡厅,050500,钟宅西三路湾悦城A栋大堂2楼,厦门市,湖里区,118.162019,24.515565,"118.162019,24.515565",4000100100,福建省,B0FFKVX9PZ,118.1571498127983,24.518286939803286
瑞幸咖啡(厦门城市职业学院学生街店),餐饮服务;餐饮相关场所;餐饮相关,050000,岩前路3号3-1-102,厦门市,思明区,118.164488,24.459962,"118.164488,24.459962",[],福建省,B0LKZ7FP6K,118.15962892216669,24.462680098854563
瑞幸咖啡(金龙广场店),餐饮服务;咖啡厅;咖啡厅,050500,金山路2479号金龙广场一层大堂,厦门市,湖里区,118.17609,24.500819,"118.176090,24.500819",4000100100,福建省,B0J1VCBMAS,118.17125720340283,24.503565489679556
luckin coffee 瑞幸咖啡(厦门软件职业技术学院店),餐饮服务;咖啡厅;咖啡厅,050500,孙坂南路1199-5号康吉餐厅二层B12号商铺,厦门市,集美区,118.077304,24.616965,"118.077304,24.616965",4000100100,福建省,B0LB1S0PPQ,118.07232005567991,24.619632628228977
luckin coffee 瑞幸咖啡(砂之船奥特莱斯店),餐饮服务;餐饮相关场所;餐饮相关,050000,环岛东路2486-101,厦门市,湖里区,118.191685,24.529109,"118.191685,24.529109",4000100100,福建省,B0LR66FIBD,118.1868883511617,24.531887557047064
瑞幸咖啡(软件园二期40号楼店),餐饮服务;咖啡厅;咖啡厅,050500,软件园二期40号楼,厦门市,思明区,118.185709,24.483744,"118.185709,24.483744",4000100100,福建省,B0KDDO19Q9,118.18090125945749,24.486505843439687
瑞幸咖啡(集美银泰百货店),餐饮服务;咖啡厅;咖啡厅,050500,同集南路68号银泰百货集美店一层3号门外L1057号铺,厦门市,集美区,118.107225,24.588859,"118.107225,24.588859",4000100100,福建省,B0I0RO6SDZ,118.10224855211527,24.59151750029371
瑞幸咖啡(集美环珠路店),餐饮服务;咖啡厅;咖啡厅,050500,环珠路与板桥路交叉口西20米,厦门市,集美区,118.107741,24.61121,"118.107741,24.611210",4000100100,福建省,B0K3M7Q20H,118.10276340540945,24.613869703626165
瑞幸咖啡(厦门大悦城店),餐饮服务;咖啡厅;咖啡厅,050500,厦门大悦城(官任地铁站5A口步行430米),厦门市,集美区,118.055376,24.592625,"118.055376,24.592625",4000100100,福建省,B0K3ZB7QLJ,118.05041720223574,24.59532254894412
瑞幸咖啡(集美世茂广场店),餐饮服务;咖啡厅;咖啡厅,050500,滨水中二里32号集美世茂广场二层,厦门市,集美区,118.076472,24.602113,"118.076472,24.602113",4000100100,福建省,B0I6B9YKDC,118.07148960223357,24.604780887030216
瑞幸咖啡(厦门大学翔安校区学生街店),餐饮服务;咖啡厅;咖啡厅,050500,沙美南路与沙美路交叉口东北60米,厦门市,翔安区,118.320775,24.608112,"118.320775,24.608112",4000100100,福建省,B0MBPN0DW3,118.31599904404708,24.610872514135917
瑞幸咖啡(软件园二期16号楼店),餐饮服务;咖啡厅;咖啡厅,050500,观日路16号软件园一层食堂,厦门市,思明区,118.178325,24.487075,"118.178325,24.487075",4000100100,福建省,B0H0BX4EBS,118.17349877982558,24.489823690548036
瑞幸咖啡(湖里万达C区2号楼店),餐饮服务;咖啡厅;咖啡厅,050500,仙岳路4666号万达写字楼C2一层大堂,厦门市,湖里区,118.178274,24.502886,"118.178274,24.502886",4000100100,福建省,B0LU2HWN3W,118.17344653124151,24.50563688430895
瑞幸咖啡(软件园二期52号楼店),餐饮服务;餐饮相关场所;餐饮相关,050000,观日路52号软件园二期一层-101室,厦门市,思明区,118.18324,24.48357,"118.183240,24.483570",4000100100,福建省,B0GD3N31JG,118.17842622852865,24.48632729639597
瑞幸咖啡(观音山汇金国际中心店),餐饮服务;咖啡厅;咖啡厅,050500,台南路76号福兴国际中心大堂,厦门市,思明区,118.196257,24.483943,"118.196257,24.483943",4000100100,福建省,B0FFIYU7ES,118.19147408605997,24.486723318531766
luckin coffee 瑞幸咖啡(厦门市第三医院店),餐饮服务;咖啡厅;咖啡厅,050500,阳翟二路2-1号厦门市第三医院门诊一楼大厅,厦门市,同安区,118.146303,24.706236,"118.146303,24.706236",4000100100,福建省,B0LGZUS58Z,118.14138265740539,24.708937229619746
luckin coffee 瑞幸咖啡(园博苑站3号口店),餐饮服务;咖啡厅;咖啡厅,050500,集杏海堤166-4号-S2-006-1号,厦门市,集美区,118.066161,24.569695,"118.066161,24.569695",[],福建省,B0MBYR54J7,118.06118957019963,24.57237337978075
瑞幸咖啡(观音山海西金谷广场T3店),餐饮服务;咖啡厅;咖啡厅,050500,环岛干道与环岛干道出口交叉口东北150米,厦门市,思明区,118.191126,24.493499,"118.191126,24.493499",4000100100,福建省,B0IBCDHIAE,118.18633055414075,24.496271989901757
瑞幸咖啡(厦门软件园二期57号楼店),餐饮服务;咖啡厅;咖啡厅,050500,望海路57号软件园二期57-2号一层103室,厦门市,思明区,118.184262,24.48457,"118.184262,24.484570",4000100100,福建省,B0FFJJ36P2,118.1794506674036,24.487329329891974
瑞幸咖啡(湖里万达广场5号门店),餐饮服务;咖啡厅;咖啡厅,050500,仙岳路4666号万达广场(厦门湖里店)二楼,厦门市,湖里区,118.177753,24.504281,"118.177753,24.504281",4000100100,福建省,B0I0RMP9KU,118.17292412854107,24.50703109626999
瑞幸咖啡(软件园二期26号楼店),餐饮服务;咖啡厅;咖啡厅,050500,观日路26号软件园二期26-7号一层107室,厦门市,思明区,118.181378,24.485546,"118.181378,24.485546",4000100100,福建省,B0I1OMCPRQ,118.17655948985883,24.48830015768867
瑞幸咖啡(厦门翔安侯阁里店),餐饮服务;餐饮相关场所;餐饮相关,050000,翔安西路6999号,厦门市,翔安区,118.208986,24.635282,"118.208986,24.635282",4000100100,福建省,B0K2XH6XXZ,118.20421931264345,24.638094384802052
luckin coffee 瑞幸咖啡(五缘湾悦都汇购物中心店),餐饮服务;咖啡厅;咖啡厅,050500,金湖路686号,厦门市,湖里区,118.159925,24.511575,"118.159925,24.511575",[],福建省,B0MBPU1R6K,118.15505091682998,24.51429256939728
瑞幸咖啡(杏锦TOD锦悦里店),餐饮服务;餐饮相关场所;餐饮相关,050000,水晶地铁公元(杏锦路地铁站2号口步行50米),厦门市,集美区,118.058493,24.5812,"118.058493,24.581200",4000100100,福建省,B0K0DH9RL3,118.0535303682535,24.583891289014005
瑞幸咖啡(软件园二期63号楼店),餐饮服务;咖啡厅;咖啡厅,050500,软件园二期63号楼店,厦门市,思明区,118.186541,24.487007,"118.186541,24.487007",4000100100,福建省,B0KDAODWFI,118.18173504914013,24.48977085538254
瑞幸咖啡(软件园三期C01店),餐饮服务;餐饮相关场所;餐饮相关,050000,浦公山东路与兴溪路交叉口南120米,厦门市,集美区,118.041227,24.622605,"118.041227,24.622605",4000100100,福建省,B0LG9KOY6Z,118.03629211274242,24.625333650089665
